PC1,PC2,target
-1.8990990681365651,-0.9447741575611975,1
-0.7761132222572249,-2.1482832313239517,1
-0.8586304401706946,-1.1113845173972852,0
-0.2077045509427758,-0.8480119519938693,0
-0.8518755362050418,-0.1113130671704751,0
-0.1950322229375212,-0.8800949814039873,0
14.095656589833592,7.013757647660225,0
-1.8681102821274242,-0.5710725241507927,0
-0.6721029894996718,-1.743771244715293,0
-2.837313981910738,1.2487772951535345,0
-0.9886453521578143,-1.4405699098845985,0
-1.024999692900802,0.8766117132587979,0
-1.6726173811946217,1.6344368082075482,0
1.5595019446463556,-2.6700397432499434,1
0.6957808005867032,-0.05866348401939936,0
0.05593551716856059,-2.1453547871018572,0
0.5495030414432913,-3.5979047107431077,1
4.809332690231763,5.364388233707771,0
-2.8796520773503524,2.126851434610661,0
-3.016542887617098,1.4601538799659142,0
-0.7637282217731849,-0.5567516796180686,0
-2.3946400423226475,0.4821712622729893,1
1.3655747421467297,-3.095669218295689,1
-3.023148120555996,3.3269157935663953,1
-1.352120220543099,-0.9339102174191402,0
-0.25690072912209544,-1.247996075399355,0
-2.3211150214420466,-0.03304989342732181,1
-0.8126205842819257,-1.3546092188697036,0
-1.9934146562637667,0.6748152548835805,0
-0.9045058078304932,-1.2520754850804976,0
-1.3266936847018431,1.7595051198419225,0
-0.3004836453106798,-1.7299251162357814,1
1.264666892769829,-0.13300968130918897,0
-1.8110888307708326,4.737730743492198,0
-2.705865403749423,3.7023097269296277,0
-2.8060238714503947,1.4061525677234237,0
4.53542361403764,1.761629462142813,0
-1.2349987804115699,-0.7726815545681246,0
-2.7096520156014807,0.49321630218686924,1
-1.1693073330949952,0.05848991285680146,0
8.673045761087726,5.053850613300483,0
0.6693301792684321,-0.4085289933267394,0
-1.2953286136643323,-1.6529340053263586,0
0.7360963869014656,-0.18538001648294047,0
-0.2935750106311802,-1.61404530417634,0
-3.386262706679987,2.2665768012420178,1
-0.8431621709088694,-1.492533591972125,1
-1.7771336993407187,-0.6712748581750337,1
-1.2107612273879689,1.918718099570558,0
-0.8241816413708614,-1.30202682352296,0
1.4065654279225066,-3.5994459716013103,1
0.013281494156266772,-0.8800988665280925,0
-2.9435122135936997,3.0270067608622053,0
0.4572647823883957,-1.3237262413595499,0
-0.18634087168410163,-1.2451808753162625,0
-3.1644750104944674,3.3105374551977986,0
-1.4681334406629416,-0.006897657685050366,0
3.7409788568138764,1.206043364964641,0
0.40947113053923506,-3.853209026011699,0
11.18568830066769,5.192801486711464,0
-0.5821051350897204,-0.18475850371923908,1
-0.29732903767904717,-0.5409390396228201,0
1.4476660542802624,-4.47597615828544,1
-2.2305661702444786,0.4866943318637107,1
-2.7068977562668866,1.1850007137422156,0
0.6279367707121828,1.02208994138314,1
-0.30141760861347094,-3.01640809815192,1
-1.8934964237475063,-0.04851197976577801,0
-1.6440965503381035,-0.25879477588026767,0
-0.6127592106700239,-2.3937633679838872,0
-2.4158677817816168,0.2993578153657152,0
2.728290271018971,-3.423958180092692,1
-1.5881775308048545,-0.04360506289222568,0
-2.184117398859213,0.6983670157685655,0
-0.8326042894500666,2.4507801251827495,0
-0.5405625531497987,-2.023520227498342,0
-0.7882410558837623,-1.1396970100732415,0
-2.314871218051596,1.080361363747395,0
-0.6710578000986558,-1.2579121502253472,1
-2.9372302299902375,1.5997559646753374,1
1.9446571618936883,0.7407414487110319,0
0.910928600218268,1.670539157500801,0
-0.6138713466176254,-1.3421994744299595,1
2.8498323416772484,0.6201180213076241,0
-0.47670013016396096,-1.0981587680505116,0
2.652314178193515,0.9980464189321039,0
-1.5916043264441229,0.07979341228648154,1
-1.3744904887339207,-0.8593268646919487,0
-0.5776091822370587,0.6810188381502479,0
-0.06218751476461116,-3.1296053033295674,0
5.409637487191353,-2.106563811290689,1
-2.090068454829409,0.621031702642168,0
-3.4307865327177014,2.12204809773412,0
-2.5064075937620474,0.9053785053135389,0
